,carat,cut,color,depth,table,price,x,y,z
395,0.72,Very Good,H,63.5,58.0,1942,5.65,5.68,3.6
396,0.31,Good,G,63.8,56.0,907,4.28,4.24,2.72
397,0.54,Ideal,D,61.8,57.0,1892,5.22,5.26,3.24
398,1.58,Ideal,H,61.4,56.0,12170,7.48,7.54,4.62
399,1.01,Premium,G,61.8,59.0,5946,6.45,6.4,3.97
400,0.33,Ideal,G,62.1,56.0,1052,4.44,4.41,2.75
401,1.07,Ideal,D,61.8,55.0,5872,6.59,6.54,4.06
402,0.3,Premium,G,61.9,59.0,1013,4.31,4.28,2.66
403,1.01,Very Good,I,58.8,58.0,3610,6.52,6.57,3.85
404,0.31,Ideal,E,62.2,54.0,987,4.33,4.35,2.7
405,1.03,Premium,H,62.0,60.0,3749,6.47,6.41,4.0
406,0.36,Ideal,F,62.0,56.0,770,4.59,4.54,2.83
407,0.9,Very Good,E,62.9,57.0,4580,6.16,6.18,3.88
408,0.76,Good,J,63.8,57.0,1809,5.78,5.74,3.67
409,0.31,Ideal,G,61.9,55.0,907,4.36,4.33,2.69
410,0.9,Very Good,H,60.5,63.0,4201,6.13,6.16,3.72
411,0.3,Ideal,D,61.5,55.0,710,4.3,4.35,2.66
412,0.51,Very Good,F,63.1,59.0,1552,5.1,5.04,3.2
413,2.02,Premium,G,60.1,59.0,16944,8.21,8.29,4.96
414,0.7,Good,I,63.9,62.0,1111,5.62,5.57,3.58
415,0.55,Ideal,D,60.6,56.0,2224,5.3,5.36,3.23
416,0.53,Ideal,D,61.4,55.0,1956,5.25,5.21,3.21
417,0.71,Very Good,D,63.1,59.0,3096,5.64,5.67,3.57
418,0.41,Premium,E,62.3,56.0,1059,4.78,4.76,2.97
419,0.7,Very Good,E,60.4,59.0,2453,5.7,5.75,3.46
420,0.36,Ideal,D,62.7,57.0,663,4.54,4.59,2.86
421,1.53,Premium,I,60.8,59.0,8911,7.54,7.49,4.57
422,0.42,Very Good,D,60.8,59.0,810,4.82,4.85,2.94
423,0.47,Very Good,I,63.2,56.0,935,4.92,4.98,3.13
424,0.41,Ideal,E,60.9,57.0,1153,4.79,4.76,2.91
425,0.43,Ideal,F,61.8,57.0,1250,4.85,4.83,2.99
426,0.31,Premium,E,61.3,58.0,988,4.39,4.36,2.68
427,0.79,Good,I,63.9,55.0,2095,5.85,5.8,3.72
428,0.27,Very Good,F,62.0,58.0,620,4.18,4.21,2.6
429,0.38,Ideal,E,61.9,53.8,1073,4.66,4.7,2.9
430,1.0,Fair,E,65.8,58.0,2948,6.28,6.16,4.09
431,0.4,Premium,G,61.3,60.0,1125,4.71,4.66,2.87
432,0.52,Ideal,H,61.8,57.0,1581,5.16,5.19,3.2
433,1.05,Premium,I,58.3,57.0,2911,6.72,6.67,3.9
434,0.5,Ideal,H,61.7,55.0,1626,5.11,5.14,3.16
435,1.07,Ideal,F,61.5,56.0,7286,6.58,6.62,4.06
436,1.13,Premium,I,62.2,58.0,5316,6.68,6.63,4.14
437,0.91,Good,E,63.7,64.0,4256,6.09,6.03,3.86
438,0.9,Very Good,J,62.4,58.0,3418,6.15,6.19,3.85
439,0.57,Ideal,E,62.1,55.0,1654,5.33,5.37,3.32
440,0.41,Very Good,F,61.4,58.0,1122,4.76,4.78,2.93
441,0.27,Very Good,E,60.6,59.0,413,4.19,4.22,2.55
442,0.71,Ideal,E,61.0,57.0,4860,5.75,5.76,3.51
443,0.32,Very Good,G,62.9,57.0,645,4.37,4.4,2.76
444,0.24,Ideal,G,61.8,54.0,490,4.01,4.02,2.48
445,1.02,Premium,E,62.9,56.0,4478,6.43,6.36,4.02
446,0.32,Ideal,G,62.3,56.0,796,4.38,4.41,2.73
447,0.52,Very Good,G,60.2,56.0,1446,5.23,5.27,3.16
448,0.96,Very Good,D,60.0,60.0,4060,6.43,6.47,3.87
449,1.0,Premium,D,62.5,59.0,5775,6.32,6.38,3.97
450,0.53,Good,G,63.8,56.0,1363,5.18,5.14,3.29
451,0.29,Very Good,F,62.7,58.0,664,4.22,4.26,2.66
452,2.22,Very Good,I,62.9,59.0,15047,8.2,8.24,5.17
453,1.02,Very Good,D,63.4,59.0,4718,6.41,6.37,4.05
454,1.0,Fair,J,65.3,57.0,3175,6.33,6.12,4.08
455,0.62,Ideal,D,61.0,57.0,2562,5.51,5.54,3.37
456,1.05,Ideal,D,60.2,57.0,4932,6.58,6.65,3.98
457,1.02,Ideal,F,61.0,56.0,6393,6.55,6.62,4.02
458,0.31,Ideal,F,62.3,54.0,815,4.38,4.39,2.73
459,0.35,Premium,J,62.4,58.0,949,5.67,5.64,3.53
460,0.31,Premium,E,62.7,58.0,471,4.32,4.35,2.72
461,1.01,Good,G,63.5,60.0,4588,6.3,6.33,4.01
462,0.72,Premium,E,62.1,58.0,2385,5.72,5.69,3.54
463,0.9,Ideal,I,62.9,58.0,3867,6.13,6.18,3.87
464,0.32,Premium,G,61.0,59.0,952,4.41,4.38,2.68
465,0.3,Premium,I,61.9,61.0,506,4.29,4.27,2.65
466,0.55,Ideal,G,62.0,55.0,2398,5.25,5.29,3.27
467,1.0,Premium,E,60.0,60.0,6600,6.43,6.43,3.89
468,0.33,Ideal,E,60.5,56.0,928,4.51,4.48,2.72
469,1.13,Premium,G,61.6,58.0,7720,6.76,6.68,4.14
470,0.31,Premium,F,60.5,60.0,663,4.39,4.37,2.65
471,0.51,Good,D,63.5,56.0,1668,5.04,5.1,3.22
472,0.52,Ideal,F,62.3,55.0,1778,5.16,5.21,3.23
473,0.56,Ideal,G,60.6,57.0,1698,5.36,5.33,3.24
474,1.22,Very Good,F,63.1,58.0,6530,6.8,6.74,4.27
475,0.74,Ideal,G,60.9,58.0,3495,5.85,5.88,3.57
476,1.54,Premium,E,62.7,58.0,15316,7.37,7.33,4.61
477,0.32,Ideal,D,61.4,56.0,720,4.38,4.41,2.7
478,0.44,Premium,G,62.3,59.0,965,4.82,4.87,3.02
479,0.54,Ideal,F,59.8,57.0,1369,5.31,5.29,3.17
480,1.55,Ideal,F,62.6,57.0,14185,7.35,7.39,4.61
481,0.77,Premium,D,61.2,59.0,3428,5.91,5.86,3.6
482,0.73,Ideal,E,60.6,54.0,2803,5.84,5.89,3.55
483,0.3,Ideal,F,62.2,57.0,886,4.3,4.32,2.68
484,0.32,Premium,H,62.3,58.0,828,4.37,4.33,2.71
485,0.71,Very Good,F,62.1,53.0,3013,5.7,5.77,3.56
486,1.51,Premium,G,60.8,60.0,13157,7.42,7.38,4.5
487,1.02,Ideal,D,62.1,53.0,4798,6.43,6.38,3.98
488,0.36,Premium,E,61.5,59.0,727,4.57,4.6,2.82
489,1.01,Good,G,63.9,57.0,4672,6.37,6.3,4.05
490,1.54,Premium,G,61.1,56.0,14438,7.54,7.48,4.59
491,0.31,Premium,I,59.4,59.0,698,4.44,4.41,2.63
492,0.32,Ideal,G,62.0,57.0,524,4.37,4.41,2.72
493,0.71,Premium,H,62.8,59.0,2181,5.68,5.63,3.55
494,1.01,Fair,F,57.9,57.0,5144,6.53,6.57,3.79
495,0.31,Premium,I,61.7,58.0,698,4.4,4.38,2.71
496,1.69,Very Good,I,61.8,60.0,10497,7.58,7.61,4.69
497,1.07,Premium,D,62.4,61.0,4949,6.51,6.48,4.05
498,1.0,Ideal,D,60.6,56.0,5775,6.5,6.54,3.95
499,1.18,Very Good,F,60.1,58.0,11430,6.88,6.92,4.15
500,0.51,Ideal,D,60.9,56.0,1787,5.16,5.19,3.15
501,1.01,Very Good,G,61.1,56.0,9063,6.45,6.48,3.95
502,1.0,Very Good,H,63.4,61.0,3920,6.33,6.29,4.0
503,1.21,Premium,I,62.3,59.0,4686,6.82,6.77,4.23
504,1.51,Good,D,62.1,60.0,9069,7.25,7.3,4.52
505,0.9,Premium,F,59.0,58.0,4770,6.29,6.33,3.72
506,2.01,Premium,I,62.0,56.0,12338,8.01,7.87,4.92
507,0.9,Ideal,F,62.3,56.0,4103,6.17,6.13,3.83
508,2.04,Premium,H,58.1,60.0,18795,8.37,8.28,4.84
509,0.78,Very Good,F,58.3,62.0,2477,6.04,6.11,3.54
510,0.3,Premium,E,61.3,60.0,526,4.24,4.28,2.61
511,0.32,Ideal,F,62.0,56.0,867,4.37,4.41,2.72
512,2.02,Ideal,G,62.0,55.0,18296,8.16,8.1,5.04
513,0.71,Very Good,D,63.4,55.0,2841,5.69,5.61,3.58
514,0.45,Fair,F,64.2,58.0,1037,4.9,4.75,3.1
515,1.21,Good,G,63.8,58.0,5597,6.75,6.64,4.27
516,0.8,Fair,G,61.2,58.0,2246,5.96,5.93,3.64
517,0.47,Premium,E,58.7,60.0,1072,5.13,5.09,3.0
518,0.51,Ideal,F,61.2,56.0,2093,5.17,5.19,3.17
519,0.93,Premium,D,60.6,59.0,4140,6.34,6.3,3.83
520,0.36,Ideal,E,61.2,56.0,1013,4.62,4.6,2.82
521,1.75,Premium,J,62.2,59.0,10429,7.7,7.74,4.8
522,0.3,Ideal,F,60.9,55.0,550,4.34,4.38,2.66
523,0.91,Ideal,F,62.4,57.0,3746,6.22,6.18,3.87
524,0.23,Very Good,G,61.3,59.0,414,3.94,3.96,2.42
525,0.63,Very Good,H,63.2,60.0,1932,5.49,5.39,3.44
526,0.9,Very Good,E,60.1,58.0,4034,6.25,6.29,3.77
527,0.51,Premium,E,59.5,60.0,1294,5.25,5.17,3.1
528,0.56,Ideal,G,61.2,56.0,1580,5.29,5.33,3.25
529,1.11,Ideal,J,61.7,57.0,4092,6.63,6.69,4.11
530,0.34,Ideal,D,59.8,57.0,2346,4.59,4.57,2.74
531,1.21,Ideal,J,62.3,55.0,5324,6.81,6.86,4.26
532,0.38,Ideal,H,62.4,56.0,660,4.62,4.65,2.89
533,0.41,Good,E,63.9,58.0,969,4.72,4.7,3.01
534,1.01,Ideal,F,62.7,57.0,4017,6.43,6.37,4.01
535,0.55,Ideal,E,62.0,55.0,1596,5.24,5.28,3.26
536,1.2,Very Good,F,61.4,60.0,10931,6.79,6.83,4.18
537,1.02,Ideal,F,62.9,57.0,6509,6.42,6.33,4.01
538,1.59,Premium,I,62.0,58.0,7479,7.44,7.39,4.6
539,0.7,Ideal,D,62.0,53.4,4369,5.69,5.72,3.54
540,0.84,Fair,G,55.6,64.0,2724,6.42,6.32,3.54
541,1.0,Very Good,E,62.8,59.0,4125,6.3,6.34,3.97
542,0.3,Premium,F,62.5,58.0,776,4.32,4.29,2.69
543,0.55,Ideal,G,60.1,55.0,1634,5.33,5.37,3.22
544,0.47,Fair,D,60.6,60.0,2211,5.09,4.98,3.05
545,1.05,Premium,H,61.7,59.0,3352,6.59,6.53,4.05
546,0.27,Ideal,D,61.5,56.0,752,4.18,4.15,2.56
547,0.31,Ideal,H,61.1,56.0,464,4.35,4.39,2.67
548,0.39,Ideal,E,61.5,55.5,1418,4.68,4.72,2.88
549,0.53,Ideal,D,62.2,56.0,2407,5.19,5.23,3.24
550,1.0,Fair,F,65.5,54.0,3864,6.2,6.16,4.05
551,0.32,Ideal,G,61.6,55.0,918,4.4,4.43,2.72
552,1.52,Ideal,G,60.6,57.0,15760,7.45,7.49,4.52
553,0.32,Ideal,E,61.6,56.0,954,4.41,4.42,2.72
554,0.3,Premium,G,60.0,60.0,605,4.3,4.33,2.59
555,1.63,Ideal,E,61.3,55.0,17825,7.6,7.63,4.67
556,0.43,Premium,D,61.2,60.0,774,4.8,4.84,2.95
557,1.69,Premium,I,62.4,60.0,6320,7.56,7.59,4.73
558,1.4,Good,D,63.8,60.0,8624,7.01,6.95,4.45
559,1.71,Ideal,H,62.1,56.0,14017,7.64,7.7,4.76
560,0.26,Very Good,G,61.6,56.0,545,4.14,4.17,2.55
561,1.35,Premium,I,62.3,59.0,5919,7.09,7.03,4.4
562,0.3,Ideal,G,61.5,55.0,684,4.3,4.32,2.65
563,0.7,Premium,H,60.9,62.0,2331,5.72,5.65,3.46
564,0.33,Premium,H,61.6,58.0,854,4.45,4.42,2.73
565,0.74,Premium,D,59.3,60.0,3353,5.89,5.91,3.5
566,0.52,Good,H,63.7,54.0,1289,5.09,5.12,3.25
567,1.54,Ideal,G,61.2,56.0,14278,7.45,7.46,4.57
568,1.1,Premium,H,62.8,55.0,4004,6.68,6.57,4.16
569,1.55,Ideal,G,60.5,60.0,8981,7.46,7.49,4.52
570,1.02,Ideal,I,61.3,56.0,4455,6.52,6.47,3.98
571,0.71,Ideal,I,61.5,56.0,2925,5.74,5.77,3.54
572,1.51,Very Good,G,60.2,63.0,12430,7.39,7.36,4.44
573,0.92,Very Good,H,59.7,63.0,4721,6.34,6.29,3.77
574,0.71,Very Good,H,63.0,56.0,2695,5.63,5.68,3.56
575,1.21,Premium,J,59.9,59.0,4841,6.92,6.86,4.13
576,1.51,Ideal,G,59.8,57.0,13214,7.48,7.53,4.48
577,0.43,Ideal,E,61.9,56.0,981,4.85,4.88,3.01
578,0.53,Ideal,F,61.3,55.0,2291,5.23,5.27,3.22
579,1.01,Ideal,E,61.6,57.0,7565,6.45,6.41,3.96
580,0.9,Premium,J,60.4,59.0,3141,6.27,6.24,3.78
581,1.01,Premium,F,62.2,60.0,6533,6.4,6.37,3.97
582,0.4,Ideal,G,61.2,57.0,1035,4.78,4.73,2.91
583,0.51,Premium,E,60.3,56.0,1205,5.22,5.19,3.14
584,1.01,Ideal,J,61.3,56.0,4617,6.46,6.5,3.97
585,0.9,Very Good,H,63.6,55.0,4685,6.15,6.11,3.9
586,1.5,Very Good,F,60.5,55.0,15585,7.39,7.48,4.5
587,0.73,Ideal,E,61.5,56.0,3453,5.79,5.82,3.57
588,0.7,Very Good,H,62.9,56.0,2048,5.64,5.68,3.56
589,0.77,Very Good,I,60.2,59.0,2584,5.89,5.97,3.57
590,1.0,Very Good,G,57.8,59.0,7725,6.59,6.63,3.82
591,0.32,Ideal,G,61.3,60.0,732,4.39,4.42,2.7
592,1.12,Premium,F,62.8,56.0,7437,6.67,6.61,4.17
593,0.74,Ideal,F,61.9,54.0,3590,5.78,5.82,3.59
594,1.01,Ideal,F,60.8,57.0,7412,6.54,6.52,3.97
595,2.0,Fair,I,66.3,54.0,12907,7.98,7.88,5.26
596,1.16,Premium,H,58.8,61.0,4157,6.93,6.84,4.05
597,0.31,Ideal,E,61.4,56.0,804,4.38,4.35,2.68
598,0.49,Premium,H,59.6,62.0,965,5.17,5.14,3.07
599,0.42,Premium,G,59.8,58.0,847,4.86,4.9,2.92
600,1.2,Very Good,G,61.9,58.0,7372,6.74,6.79,4.19
601,1.1,Ideal,G,61.3,56.0,8775,6.65,6.69,4.09
602,1.36,Premium,H,61.9,58.0,8877,7.15,7.09,4.41
603,0.3,Very Good,E,63.5,55.0,540,4.3,4.27,2.72
604,0.3,Ideal,I,61.8,56.0,529,4.31,4.33,2.67
605,0.38,Premium,F,62.7,58.0,700,4.6,4.62,2.89
606,2.01,Premium,H,60.5,61.0,16287,8.14,8.09,4.91
607,1.14,Very Good,E,63.1,59.0,8315,6.63,6.61,4.18
608,0.34,Very Good,G,62.8,59.0,447,4.45,4.47,2.8
609,0.7,Ideal,J,62.2,56.0,1782,5.67,5.71,3.54
610,1.5,Ideal,F,61.4,55.0,14372,7.44,7.35,4.54
611,0.3,Good,G,63.6,57.0,776,4.26,4.23,2.7
612,1.24,Very Good,G,62.0,55.0,8298,6.89,6.95,4.29
613,0.32,Ideal,E,61.9,56.0,707,4.42,4.47,2.75
614,0.38,Ideal,J,61.4,56.0,629,4.68,4.7,2.88
615,1.06,Good,F,62.2,61.0,4357,6.47,6.53,4.04
616,0.43,Premium,D,61.0,58.0,993,4.88,4.83,2.96
617,2.57,Premium,J,63.0,58.0,18485,8.77,8.65,5.49
618,1.0,Premium,I,61.6,59.0,4372,6.39,6.47,3.96
619,0.42,Good,F,63.6,57.0,926,4.76,4.7,3.01
620,0.4,Premium,E,61.9,59.0,912,4.72,4.75,2.93
621,0.32,Ideal,G,61.5,55.0,905,4.4,4.42,2.71
622,0.41,Very Good,E,63.4,58.0,818,4.75,4.71,3.0
623,0.3,Very Good,G,60.3,62.0,605,4.3,4.33,2.6
624,0.56,Premium,E,59.9,58.0,2167,5.37,5.34,3.21
625,0.41,Very Good,G,60.4,58.0,735,4.77,4.84,2.9
626,1.02,Ideal,I,62.1,56.0,3713,6.44,6.39,3.98
627,0.31,Ideal,G,62.4,55.0,802,4.35,4.33,2.71
628,0.39,Very Good,F,63.3,56.0,944,4.63,4.66,2.94
629,0.53,Ideal,F,61.7,55.0,1421,5.22,5.25,3.23
630,1.5,Very Good,I,62.8,58.0,9033,7.17,7.23,4.52
631,0.4,Premium,D,61.6,58.0,990,4.73,4.69,2.9
632,1.71,Ideal,J,61.6,57.0,10821,7.67,7.62,4.71
633,0.7,Fair,I,64.7,60.0,2117,5.55,5.49,3.57
634,2.0,Ideal,I,61.7,56.0,15092,8.0,8.13,4.98
635,0.3,Ideal,E,62.5,56.0,844,4.3,4.28,2.68
636,0.3,Ideal,F,61.9,56.0,814,4.3,4.33,2.67
637,1.51,Premium,G,60.4,58.0,10655,7.46,7.38,4.48
638,1.5,Very Good,E,63.2,59.0,10356,7.24,7.2,4.56
639,0.41,Premium,E,61.3,58.0,935,4.74,4.79,2.92
640,0.33,Very Good,H,59.0,62.0,540,4.49,4.52,2.66
641,0.76,Good,I,64.3,60.0,2326,5.69,5.64,3.64
642,0.7,Good,H,60.2,64.0,2176,5.72,5.65,3.42
643,1.23,Premium,I,61.1,60.0,6206,6.95,6.89,4.23
644,1.16,Fair,F,57.8,67.0,7094,6.97,6.84,3.99
645,1.0,Ideal,G,62.5,54.0,7648,6.4,6.44,4.01
646,1.52,Ideal,E,62.8,55.0,12431,7.3,7.35,4.6
647,0.4,Ideal,D,59.9,57.0,1200,4.82,4.77,2.87
648,1.3,Ideal,H,61.5,55.0,8954,7.07,7.03,4.34
649,0.51,Premium,D,62.4,59.0,2387,5.13,5.06,3.18
650,0.9,Fair,F,65.7,57.0,3750,6.03,5.99,3.95
651,1.12,Premium,I,62.8,57.0,4986,6.68,6.61,4.17
652,0.58,Very Good,E,59.6,59.0,1906,5.4,5.44,3.23
653,1.0,Very Good,F,58.7,62.0,5929,6.51,6.6,3.85
654,0.38,Ideal,I,61.9,54.0,593,4.64,4.67,2.88
655,1.02,Very Good,E,58.4,57.0,6732,6.59,6.64,3.86
656,2.61,Ideal,I,62.1,56.0,18756,8.85,8.73,5.46
657,1.58,Ideal,F,61.6,55.0,12671,7.52,7.57,4.65
658,0.71,Good,G,64.1,58.0,2240,5.6,5.63,3.6
659,1.19,Premium,H,61.0,59.0,6363,6.91,6.8,4.18
660,0.34,Ideal,F,62.3,54.0,985,4.48,4.51,2.8
661,2.0,Premium,D,60.8,60.0,16484,8.15,8.1,4.94
662,1.0,Good,G,63.7,57.0,5484,6.32,6.28,4.01
663,1.01,Very Good,E,60.0,60.0,4540,6.57,6.49,3.92
664,0.31,Premium,G,59.5,60.0,816,4.39,4.41,2.62
665,1.21,Premium,J,60.2,57.0,5541,6.97,6.91,4.18
666,2.01,Ideal,I,62.5,57.0,15140,8.08,8.01,5.03
667,1.25,Good,H,63.7,58.0,6783,6.81,6.79,4.33
668,1.21,Premium,J,61.9,59.0,5096,6.84,6.77,4.21
669,0.31,Ideal,J,62.0,56.1,468,4.31,4.33,2.68
670,0.48,Good,D,59.3,58.0,1743,5.09,5.13,3.03
671,1.2,Ideal,D,61.8,58.0,7508,6.76,6.83,4.2
672,0.72,Premium,D,60.2,60.0,3045,5.76,5.81,3.48
673,0.56,Very Good,E,61.9,55.0,1819,5.25,5.31,3.27
674,2.52,Fair,G,66.9,57.0,10076,8.39,8.33,5.6
675,0.7,Very Good,H,63.5,57.0,2106,5.59,5.66,3.59
676,0.3,Ideal,D,61.9,54.0,552,4.32,4.34,2.68
677,1.51,Ideal,E,61.3,57.0,11628,7.35,7.42,4.53
678,1.03,Premium,G,63.0,60.0,3824,6.39,6.35,4.01
679,2.04,Premium,J,61.4,59.0,13600,8.14,8.04,4.97
680,0.91,Premium,D,62.0,62.0,3403,6.25,6.16,3.85
681,1.5,Very Good,J,62.4,60.0,7402,7.21,7.32,4.53
682,0.3,Ideal,H,62.8,57.0,776,4.25,4.22,2.66
683,0.7,Premium,E,61.1,58.0,2496,5.78,5.7,3.51
684,1.2,Premium,H,62.4,59.0,5899,6.73,6.7,4.19
685,0.7,Good,E,60.4,61.0,2696,5.73,5.76,3.47
686,1.23,Ideal,H,62.3,58.0,7313,6.85,6.89,4.28
687,1.22,Very Good,G,61.9,58.0,8975,6.84,6.85,4.24
688,0.34,Ideal,E,61.7,56.0,1243,4.48,4.46,2.76
689,0.35,Ideal,D,61.6,56.0,827,4.53,4.49,2.78
690,1.03,Ideal,G,61.7,56.0,7708,6.45,6.56,4.0
691,1.27,Premium,I,60.2,62.0,3732,7.05,7.0,4.23
692,0.55,Premium,D,62.7,59.0,1698,5.25,5.22,3.28
693,0.3,Ideal,G,62.3,56.0,526,4.27,4.3,2.67
694,0.34,Ideal,E,62.0,56.0,477,4.45,4.48,2.77
695,0.5,Ideal,D,61.9,57.0,1690,5.08,5.1,3.15
696,2.25,Very Good,H,61.2,63.0,14775,8.49,8.38,5.16
697,2.02,Premium,I,61.4,58.0,14240,8.14,8.07,4.98
698,1.21,Ideal,I,64.6,56.0,4879,6.67,6.62,4.29
699,1.33,Ideal,I,62.5,54.0,7186,7.02,7.05,4.4
700,0.58,Ideal,E,62.1,55.0,1761,5.35,5.34,3.32
701,0.26,Ideal,H,62.2,55.0,462,4.06,4.11,2.54
702,0.58,Good,E,63.1,56.0,1758,5.26,5.33,3.34
703,1.58,Ideal,H,62.0,56.0,12897,7.44,7.49,4.63
704,0.51,Very Good,G,63.2,58.0,1971,5.11,5.08,3.22
705,0.5,Good,D,64.0,56.0,1708,5.04,5.02,3.22
706,0.54,Fair,F,64.8,59.0,1944,5.11,5.05,3.29
707,1.0,Ideal,G,62.7,54.0,6349,6.37,6.42,4.01
708,1.16,Ideal,D,62.0,56.0,5805,6.73,6.76,4.18
709,0.56,Very Good,D,60.8,60.0,2188,5.32,5.34,3.24
710,0.52,Ideal,E,60.7,56.0,1576,5.2,5.24,3.17
711,1.14,Premium,H,60.6,59.0,4788,6.8,6.77,4.11
712,0.7,Ideal,F,61.6,56.0,2319,5.73,5.67,3.51
713,0.92,Very Good,E,62.1,58.0,4562,6.15,6.22,3.84
714,0.35,Ideal,G,61.8,56.0,974,4.52,4.57,2.81
715,0.4,Very Good,D,63.2,57.0,850,4.66,4.71,2.96
716,0.3,Good,H,63.9,56.0,368,4.24,4.27,2.72
717,0.53,Ideal,G,61.8,56.0,1956,5.19,5.24,3.22
718,0.73,Ideal,G,62.3,56.0,4142,5.72,5.78,3.58
719,0.79,Very Good,E,60.4,59.0,3077,5.97,5.99,3.61
720,1.04,Ideal,G,62.4,54.0,5044,6.49,6.53,4.06
721,1.0,Premium,G,62.9,53.0,7848,6.39,6.32,4.0
722,0.42,Ideal,I,61.6,55.0,690,4.83,4.85,2.98
723,0.3,Ideal,F,62.5,55.0,814,4.26,4.29,2.67
724,1.51,Very Good,H,63.5,55.0,8541,7.31,7.22,4.61
725,1.08,Ideal,E,61.5,58.0,13994,6.57,6.64,4.06
726,1.5,Premium,H,61.4,62.0,7187,7.4,7.25,4.49
727,2.0,Good,J,62.4,58.0,14973,8.01,8.08,5.02
728,0.38,Good,F,62.7,58.0,752,4.56,4.6,2.87
729,1.56,Premium,G,60.9,58.0,14139,7.49,7.53,4.57
730,1.0,Good,F,63.9,62.0,6352,6.26,6.32,4.02
731,0.31,Ideal,G,61.9,55.0,749,4.37,4.36,2.7
732,0.3,Premium,F,62.2,58.0,506,4.33,4.22,2.66
733,0.5,Ideal,F,62.7,57.0,1378,5.09,5.06,3.18
734,0.42,Ideal,G,61.2,57.0,1235,4.82,4.78,2.94
735,0.9,Fair,F,66.0,57.0,3160,6.06,6.0,3.98
736,1.26,Ideal,E,61.5,59.0,8574,6.92,6.96,4.27
737,0.57,Ideal,F,61.6,56.0,1684,5.37,5.34,3.3
738,1.5,Ideal,G,62.8,54.0,11572,7.31,7.29,4.58
739,0.43,Ideal,G,62.6,56.0,789,4.79,4.82,3.01
740,0.38,Very Good,E,62.4,57.0,1098,4.62,4.71,2.91
741,1.02,Premium,F,58.0,60.0,3996,6.7,6.64,3.87
742,0.8,Good,F,63.9,57.0,2189,5.86,5.84,3.74
743,1.06,Premium,F,62.0,59.0,4656,6.57,6.52,4.06
744,1.0,Ideal,I,62.7,56.0,4174,6.33,6.37,3.98
745,1.5,Premium,I,62.3,58.0,8820,7.31,7.26,4.54
746,0.82,Premium,I,62.2,59.0,2716,6.03,5.97,3.73
747,0.3,Fair,F,56.3,64.0,729,4.44,4.39,2.5
748,1.22,Premium,G,59.2,60.0,2699,6.97,6.9,4.1
749,1.01,Premium,D,60.3,57.0,4672,6.56,6.51,3.94
750,0.7,Fair,D,65.6,55.0,2167,5.59,5.5,3.64
751,2.01,Ideal,F,61.6,55.0,18183,8.08,8.02,4.97
752,0.29,Very Good,E,62.8,44.0,474,4.2,4.24,2.65
753,0.56,Ideal,E,61.3,55.0,2032,5.32,5.29,3.25
754,0.9,Very Good,E,63.8,55.0,4598,6.11,6.18,3.92
755,0.34,Very Good,E,59.6,57.0,596,4.52,4.61,2.72
756,0.85,Ideal,E,60.1,56.0,3787,6.17,6.18,3.71
757,0.31,Very Good,D,61.1,56.0,826,4.35,4.42,2.68
758,1.0,Premium,D,61.6,60.0,4758,6.37,6.33,3.91
759,0.31,Ideal,D,62.2,55.0,732,4.37,4.34,2.71
760,0.31,Premium,E,62.2,56.0,1116,4.31,4.28,2.67
761,1.0,Premium,H,61.3,60.0,2818,6.43,6.39,3.93
762,0.71,Ideal,D,61.2,56.0,3135,5.76,5.78,3.53
763,0.91,Very Good,H,63.4,57.0,3382,6.1,6.18,3.89
764,0.31,Good,D,63.5,55.0,571,4.27,4.3,2.72
765,1.81,Fair,J,56.2,62.0,8362,8.14,8.09,4.56
766,0.57,Ideal,H,60.9,56.0,1949,5.36,5.38,3.27
767,0.4,Very Good,D,61.4,56.0,772,4.72,4.83,2.93
768,0.9,Fair,D,64.9,57.0,3473,6.03,5.98,3.9
769,2.02,Very Good,D,62.3,56.0,17263,7.99,8.06,5.0
770,0.53,Ideal,D,60.9,57.0,1783,5.17,5.24,3.17
771,1.03,Premium,I,60.1,59.0,4199,6.53,6.46,3.9
772,1.21,Premium,F,61.5,57.0,4740,6.93,6.88,4.25
773,0.71,Premium,E,62.4,60.0,2613,5.68,5.66,3.54
774,1.03,Ideal,H,62.3,56.0,5364,6.46,6.44,4.02
775,0.3,Ideal,H,62.6,55.0,776,4.28,4.25,2.67
776,0.35,Ideal,E,62.0,57.0,767,4.51,4.55,2.81
777,0.59,Premium,I,61.2,58.0,1965,5.41,5.38,3.3
778,1.16,Ideal,E,62.7,56.0,5093,6.73,6.69,4.21
779,0.83,Premium,E,60.7,58.0,3482,6.06,6.09,3.69
780,0.73,Premium,D,59.8,58.0,3308,5.85,5.89,3.51
781,0.38,Very Good,G,61.8,53.7,755,4.67,4.69,2.9
782,0.71,Ideal,E,62.3,56.0,3026,5.7,5.73,3.56
783,0.34,Ideal,E,61.1,56.0,1208,4.52,4.55,2.77
784,1.31,Premium,G,61.5,59.0,10071,7.06,7.0,4.32
785,1.11,Premium,F,59.4,58.0,7832,6.81,6.75,4.03
786,1.04,Ideal,G,62.2,55.0,8637,6.48,6.51,4.04
787,0.4,Good,E,64.2,57.0,857,4.68,4.66,3.0
788,0.33,Premium,F,62.1,59.0,666,4.39,4.44,2.74
789,0.33,Good,F,63.3,57.0,764,4.38,4.44,2.79
790,0.7,Premium,H,62.0,61.0,2176,6.65,5.69,3.46
